query_date,date_min,date_max,album_position,album_position_last_week,album_position_peak,album_artist,album_label,album_title,album_id,album_url,album_img_url,album_in_charts_weeks
2015-03-23,2015-03-23,2015-03-29,1,,1,Audio88 & Yassin,HEART WORK,Normaler Samt,hiphop-details-268654,https://www.offiziellecharts.de/hiphop-details-268654,/templates/gfktemplate/images/cover/268654_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,2,,2,Bushido,Bushido,Carlo Cokxxx Nutten 3,hiphop-details-2000128,https://www.offiziellecharts.de/hiphop-details-2000128,/templates/gfktemplate/images/cover/2000128_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,3,,3,Kendrick Lamar,Interscope,To Pimp A Butterfly,hiphop-details-270138,https://www.offiziellecharts.de/hiphop-details-270138,/templates/gfktemplate/images/cover/270138_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,4,,4,Kontra K,Four Music,Aus dem Schatten ins Licht,hiphop-details-265451,https://www.offiziellecharts.de/hiphop-details-265451,/templates/gfktemplate/images/cover/265451_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,5,,5,Cro,Chimperator Productions,Melodie,hiphop-details-244998,https://www.offiziellecharts.de/hiphop-details-244998,/templates/gfktemplate/images/cover/244998_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,6,,6,Sudden,Trailerpark Recordings,Superkräfte,hiphop-details-268522,https://www.offiziellecharts.de/hiphop-details-268522,/templates/gfktemplate/images/cover/268522_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,7,,7,Kid Ink,RCA International,Full Speed,hiphop-details-263701,https://www.offiziellecharts.de/hiphop-details-263701,/templates/gfktemplate/images/cover/263701_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,8,,8,MC Rene & Carl Crinx,PERIPHERIQ,Renessance,hiphop-details-268576,https://www.offiziellecharts.de/hiphop-details-268576,/templates/gfktemplate/images/cover/268576_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,9,,9,Kool Savas,Essah Entertainment,Märtyrer,hiphop-details-258771,https://www.offiziellecharts.de/hiphop-details-258771,/templates/gfktemplate/images/cover/258771_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,10,,10,Trailerpark,Trailerpark Recordings,Crackstreet Boys 3,hiphop-details-262544,https://www.offiziellecharts.de/hiphop-details-262544,/templates/gfktemplate/images/cover/262544_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,11,,11,Fler präsentiert Frank White,Maskulin,Keiner kommt klar mit mir,hiphop-details-2000129,https://www.offiziellecharts.de/hiphop-details-2000129,/templates/gfktemplate/images/cover/2000129_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,12,,12,Cro,Chimperator Productions,Raop,hiphop-details-200472,https://www.offiziellecharts.de/hiphop-details-200472,/templates/gfktemplate/images/cover/200472_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,13,,13,Kurdo,ALMAZ MUSI,Almaz,hiphop-details-265547,https://www.offiziellecharts.de/hiphop-details-265547,/templates/gfktemplate/images/cover/265547_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,14,,14,Hanybal,Azzlackz,Weg von der Fahrbahn,hiphop-details-267228,https://www.offiziellecharts.de/hiphop-details-267228,/templates/gfktemplate/images/cover/267228_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,15,,15,Shindy,Bushido,FVCKB!TCHE$GETMONE¥,hiphop-details-255200,https://www.offiziellecharts.de/hiphop-details-255200,/templates/gfktemplate/images/cover/255200_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,16,,16,Kollegah,Selfmade Records,King,hiphop-details-244117,https://www.offiziellecharts.de/hiphop-details-244117,/templates/gfktemplate/images/cover/244117_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,17,,17,Alligatoah,Trailerpark Recordings,Triebwerke,hiphop-details-221567,https://www.offiziellecharts.de/hiphop-details-221567,/templates/gfktemplate/images/cover/221567_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,18,,18,Casper,Four Music,Hinterland,hiphop-details-222724,https://www.offiziellecharts.de/hiphop-details-222724,/templates/gfktemplate/images/cover/222724_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,19,,19,Haftbefehl,Universal Domestic Urban,Russisch Roulette,hiphop-details-261336,https://www.offiziellecharts.de/hiphop-details-261336,/templates/gfktemplate/images/cover/261336_a.jpg,1
2015-03-23,2015-03-23,2015-03-29,20,,20,Eminem,Interscope,Curtain Call,hiphop-details-2000130,https://www.offiziellecharts.de/hiphop-details-2000130,/templates/gfktemplate/images/cover/2000130_a.jpg,1
2015-03-30,2015-03-30,2015-04-05,1,,1,Die Orsons,Universal Domestic Vertigo,What's Goes?,hiphop-details-268723,https://www.offiziellecharts.de/hiphop-details-268723,/templates/gfktemplate/images/cover/268723_a.jpg,1
2015-03-30,2015-03-30,2015-04-05,2,3.0,2,Kendrick Lamar,Interscope,To Pimp A Butterfly,hiphop-details-270138,https://www.offiziellecharts.de/hiphop-details-270138,/templates/gfktemplate/images/cover/270138_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,3,2.0,2,Bushido,Bushido,Carlo Cokxxx Nutten 3,hiphop-details-2000128,https://www.offiziellecharts.de/hiphop-details-2000128,/templates/gfktemplate/images/cover/2000128_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,4,4.0,4,Kontra K,Four Music,Aus dem Schatten ins Licht,hiphop-details-265451,https://www.offiziellecharts.de/hiphop-details-265451,/templates/gfktemplate/images/cover/265451_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,5,,5,Blumio,JAPSENSOUL,Blumiologie,hiphop-details-271405,https://www.offiziellecharts.de/hiphop-details-271405,/templates/gfktemplate/images/cover/271405_a.jpg,1
2015-03-30,2015-03-30,2015-04-05,6,5.0,5,Cro,Chimperator Productions,Melodie,hiphop-details-244998,https://www.offiziellecharts.de/hiphop-details-244998,/templates/gfktemplate/images/cover/244998_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,7,6.0,6,Sudden,Trailerpark Recordings,Superkräfte,hiphop-details-268522,https://www.offiziellecharts.de/hiphop-details-268522,/templates/gfktemplate/images/cover/268522_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,8,,8,Action Bronson,Atlantic,Mr. Wonderful,hiphop-details-271223,https://www.offiziellecharts.de/hiphop-details-271223,/templates/gfktemplate/images/cover/271223_a.jpg,1
2015-03-30,2015-03-30,2015-04-05,9,9.0,9,Kool Savas,Essah Entertainment,Märtyrer,hiphop-details-258771,https://www.offiziellecharts.de/hiphop-details-258771,/templates/gfktemplate/images/cover/258771_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,10,7.0,7,Kid Ink,RCA International,Full Speed,hiphop-details-263701,https://www.offiziellecharts.de/hiphop-details-263701,/templates/gfktemplate/images/cover/263701_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,11,,11,Nicki Minaj,Republic Records,The Pinkprint,hiphop-details-262280,https://www.offiziellecharts.de/hiphop-details-262280,/templates/gfktemplate/images/cover/262280_a.jpg,1
2015-03-30,2015-03-30,2015-04-05,12,12.0,12,Cro,Chimperator Productions,Raop,hiphop-details-200472,https://www.offiziellecharts.de/hiphop-details-200472,/templates/gfktemplate/images/cover/200472_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,13,10.0,10,Trailerpark,Trailerpark Recordings,Crackstreet Boys 3,hiphop-details-262544,https://www.offiziellecharts.de/hiphop-details-262544,/templates/gfktemplate/images/cover/262544_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,14,1.0,1,Audio88 & Yassin,HEART WORK,Normaler Samt,hiphop-details-268654,https://www.offiziellecharts.de/hiphop-details-268654,/templates/gfktemplate/images/cover/268654_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,15,16.0,15,Kollegah,Selfmade Records,King,hiphop-details-244117,https://www.offiziellecharts.de/hiphop-details-244117,/templates/gfktemplate/images/cover/244117_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,16,15.0,15,Shindy,Bushido,FVCKB!TCHE$GETMONE¥,hiphop-details-255200,https://www.offiziellecharts.de/hiphop-details-255200,/templates/gfktemplate/images/cover/255200_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,17,17.0,17,Alligatoah,Trailerpark Recordings,Triebwerke,hiphop-details-221567,https://www.offiziellecharts.de/hiphop-details-221567,/templates/gfktemplate/images/cover/221567_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,18,11.0,11,Fler präsentiert Frank White,Maskulin,Keiner kommt klar mit mir,hiphop-details-2000129,https://www.offiziellecharts.de/hiphop-details-2000129,/templates/gfktemplate/images/cover/2000129_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,19,19.0,19,Haftbefehl,Universal Domestic Urban,Russisch Roulette,hiphop-details-261336,https://www.offiziellecharts.de/hiphop-details-261336,/templates/gfktemplate/images/cover/261336_a.jpg,2
2015-03-30,2015-03-30,2015-04-05,20,18.0,18,Casper,Four Music,Hinterland,hiphop-details-222724,https://www.offiziellecharts.de/hiphop-details-222724,/templates/gfktemplate/images/cover/222724_a.jpg,2
2015-04-06,2015-04-06,2015-04-12,1,,1,Farid Bang,Banger Musik,Asphalt Massaka 3,hiphop-details-268909,https://www.offiziellecharts.de/hiphop-details-268909,/templates/gfktemplate/images/cover/268909_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,2,,2,Olexesh,385IDEAL,Masta,hiphop-details-270057,https://www.offiziellecharts.de/hiphop-details-270057,/templates/gfktemplate/images/cover/270057_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,3,,3,Various Artists,WOLFPACK E,Willkommen im Niemandsland (Teil 3),hiphop-details-2000141,https://www.offiziellecharts.de/hiphop-details-2000141,/templates/gfktemplate/images/cover/2000141_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,4,1.0,1,Die Orsons,Universal Domestic Vertigo,What's Goes?,hiphop-details-268723,https://www.offiziellecharts.de/hiphop-details-268723,/templates/gfktemplate/images/cover/268723_a.jpg,2
2015-04-06,2015-04-06,2015-04-12,5,2.0,2,Kendrick Lamar,Interscope,To Pimp A Butterfly,hiphop-details-270138,https://www.offiziellecharts.de/hiphop-details-270138,/templates/gfktemplate/images/cover/270138_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,6,,6,Hoodie Allen,Atlantic,People Keep Talking,hiphop-details-268908,https://www.offiziellecharts.de/hiphop-details-268908,/templates/gfktemplate/images/cover/268908_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,7,3.0,2,Bushido,Bushido,Carlo Cokxxx Nutten 3,hiphop-details-2000128,https://www.offiziellecharts.de/hiphop-details-2000128,/templates/gfktemplate/images/cover/2000128_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,8,6.0,5,Cro,Chimperator Productions,Melodie,hiphop-details-244998,https://www.offiziellecharts.de/hiphop-details-244998,/templates/gfktemplate/images/cover/244998_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,9,4.0,4,Kontra K,Four Music,Aus dem Schatten ins Licht,hiphop-details-265451,https://www.offiziellecharts.de/hiphop-details-265451,/templates/gfktemplate/images/cover/265451_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,10,8.0,8,Action Bronson,Atlantic,Mr. Wonderful,hiphop-details-271223,https://www.offiziellecharts.de/hiphop-details-271223,/templates/gfktemplate/images/cover/271223_a.jpg,2
2015-04-06,2015-04-06,2015-04-12,11,,11,John Webber & Juri,MRE,Playermodus im Haterfokus,hiphop-details-2000142,https://www.offiziellecharts.de/hiphop-details-2000142,/templates/gfktemplate/images/cover/2000142_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,12,10.0,7,Kid Ink,RCA International,Full Speed,hiphop-details-263701,https://www.offiziellecharts.de/hiphop-details-263701,/templates/gfktemplate/images/cover/263701_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,13,,13,Chris Brown & Tyga,RCA International,Fan Of A Fan The Album,hiphop-details-266631,https://www.offiziellecharts.de/hiphop-details-266631,/templates/gfktemplate/images/cover/266631_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,14,12.0,12,Cro,Chimperator Productions,Raop,hiphop-details-200472,https://www.offiziellecharts.de/hiphop-details-200472,/templates/gfktemplate/images/cover/200472_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,15,15.0,15,Kollegah,Selfmade Records,King,hiphop-details-244117,https://www.offiziellecharts.de/hiphop-details-244117,/templates/gfktemplate/images/cover/244117_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,16,,16,Ludacris,Def Jam,Ludaversal,hiphop-details-270230,https://www.offiziellecharts.de/hiphop-details-270230,/templates/gfktemplate/images/cover/270230_a.jpg,1
2015-04-06,2015-04-06,2015-04-12,17,9.0,9,Kool Savas,Essah Entertainment,Märtyrer,hiphop-details-258771,https://www.offiziellecharts.de/hiphop-details-258771,/templates/gfktemplate/images/cover/258771_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,18,13.0,10,Trailerpark,Trailerpark Recordings,Crackstreet Boys 3,hiphop-details-262544,https://www.offiziellecharts.de/hiphop-details-262544,/templates/gfktemplate/images/cover/262544_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,19,18.0,11,Fler präsentiert Frank White,Maskulin,Keiner kommt klar mit mir,hiphop-details-2000129,https://www.offiziellecharts.de/hiphop-details-2000129,/templates/gfktemplate/images/cover/2000129_a.jpg,3
2015-04-06,2015-04-06,2015-04-12,20,19.0,19,Haftbefehl,Universal Domestic Urban,Russisch Roulette,hiphop-details-261336,https://www.offiziellecharts.de/hiphop-details-261336,/templates/gfktemplate/images/cover/261336_a.jpg,3
2015-04-13,2015-04-13,2015-04-19,1,,1,Liont,TAKEOVER E,Löwenkind,hiphop-details-266561,https://www.offiziellecharts.de/hiphop-details-266561,/templates/gfktemplate/images/cover/266561_a.jpg,1
2015-04-13,2015-04-13,2015-04-19,2,1.0,1,Farid Bang,Banger Musik,Asphalt Massaka 3,hiphop-details-268909,https://www.offiziellecharts.de/hiphop-details-268909,/templates/gfktemplate/images/cover/268909_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,3,4.0,1,Die Orsons,Universal Domestic Vertigo,What's Goes?,hiphop-details-268723,https://www.offiziellecharts.de/hiphop-details-268723,/templates/gfktemplate/images/cover/268723_a.jpg,3
2015-04-13,2015-04-13,2015-04-19,4,2.0,2,Olexesh,385IDEAL,Masta,hiphop-details-270057,https://www.offiziellecharts.de/hiphop-details-270057,/templates/gfktemplate/images/cover/270057_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,5,5.0,2,Kendrick Lamar,Interscope,To Pimp A Butterfly,hiphop-details-270138,https://www.offiziellecharts.de/hiphop-details-270138,/templates/gfktemplate/images/cover/270138_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,6,7.0,2,Bushido,Bushido,Carlo Cokxxx Nutten 3,hiphop-details-2000128,https://www.offiziellecharts.de/hiphop-details-2000128,/templates/gfktemplate/images/cover/2000128_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,7,9.0,4,Kontra K,Four Music,Aus dem Schatten ins Licht,hiphop-details-265451,https://www.offiziellecharts.de/hiphop-details-265451,/templates/gfktemplate/images/cover/265451_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,8,8.0,5,Cro,Chimperator Productions,Melodie,hiphop-details-244998,https://www.offiziellecharts.de/hiphop-details-244998,/templates/gfktemplate/images/cover/244998_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,9,6.0,6,Hoodie Allen,Atlantic,People Keep Talking,hiphop-details-268908,https://www.offiziellecharts.de/hiphop-details-268908,/templates/gfktemplate/images/cover/268908_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,10,13.0,10,Chris Brown & Tyga,RCA International,Fan Of A Fan The Album,hiphop-details-266631,https://www.offiziellecharts.de/hiphop-details-266631,/templates/gfktemplate/images/cover/266631_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,11,12.0,7,Kid Ink,RCA International,Full Speed,hiphop-details-263701,https://www.offiziellecharts.de/hiphop-details-263701,/templates/gfktemplate/images/cover/263701_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,12,3.0,3,Various Artists,WOLFPACK E,Willkommen im Niemandsland (Teil 3),hiphop-details-2000141,https://www.offiziellecharts.de/hiphop-details-2000141,/templates/gfktemplate/images/cover/2000141_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,13,16.0,13,Ludacris,Def Jam,Ludaversal,hiphop-details-270230,https://www.offiziellecharts.de/hiphop-details-270230,/templates/gfktemplate/images/cover/270230_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,14,18.0,10,Trailerpark,Trailerpark Recordings,Crackstreet Boys 3,hiphop-details-262544,https://www.offiziellecharts.de/hiphop-details-262544,/templates/gfktemplate/images/cover/262544_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,15,17.0,9,Kool Savas,Essah Entertainment,Märtyrer,hiphop-details-258771,https://www.offiziellecharts.de/hiphop-details-258771,/templates/gfktemplate/images/cover/258771_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,16,15.0,15,Kollegah,Selfmade Records,King,hiphop-details-244117,https://www.offiziellecharts.de/hiphop-details-244117,/templates/gfktemplate/images/cover/244117_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,17,,17,Alligatoah,Trailerpark Recordings,Triebwerke,hiphop-details-221567,https://www.offiziellecharts.de/hiphop-details-221567,/templates/gfktemplate/images/cover/221567_a.jpg,3
2015-04-13,2015-04-13,2015-04-19,18,14.0,12,Cro,Chimperator Productions,Raop,hiphop-details-200472,https://www.offiziellecharts.de/hiphop-details-200472,/templates/gfktemplate/images/cover/200472_a.jpg,4
2015-04-13,2015-04-13,2015-04-19,19,,19,Eminem,Interscope,Curtain Call,hiphop-details-2000130,https://www.offiziellecharts.de/hiphop-details-2000130,/templates/gfktemplate/images/cover/2000130_a.jpg,2
2015-04-13,2015-04-13,2015-04-19,20,,15,Shindy,Bushido,FVCKB!TCHE$GETMONE¥,hiphop-details-255200,https://www.offiziellecharts.de/hiphop-details-255200,/templates/gfktemplate/images/cover/255200_a.jpg,3
2015-04-20,2015-04-20,2015-04-26,1,2.0,1,Farid Bang,Banger Musik,Asphalt Massaka 3,hiphop-details-268909,https://www.offiziellecharts.de/hiphop-details-268909,/templates/gfktemplate/images/cover/268909_a.jpg,3
2015-04-20,2015-04-20,2015-04-26,2,1.0,1,Liont,TAKEOVER E,Löwenkind,hiphop-details-266561,https://www.offiziellecharts.de/hiphop-details-266561,/templates/gfktemplate/images/cover/266561_a.jpg,2
2015-04-20,2015-04-20,2015-04-26,3,3.0,1,Die Orsons,Universal Domestic Vertigo,What's Goes?,hiphop-details-268723,https://www.offiziellecharts.de/hiphop-details-268723,/templates/gfktemplate/images/cover/268723_a.jpg,4
2015-04-20,2015-04-20,2015-04-26,4,4.0,2,Olexesh,385IDEAL,Masta,hiphop-details-270057,https://www.offiziellecharts.de/hiphop-details-270057,/templates/gfktemplate/images/cover/270057_a.jpg,3
2015-04-20,2015-04-20,2015-04-26,5,5.0,2,Kendrick Lamar,Interscope,To Pimp A Butterfly,hiphop-details-270138,https://www.offiziellecharts.de/hiphop-details-270138,/templates/gfktemplate/images/cover/270138_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,6,7.0,4,Kontra K,Four Music,Aus dem Schatten ins Licht,hiphop-details-265451,https://www.offiziellecharts.de/hiphop-details-265451,/templates/gfktemplate/images/cover/265451_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,7,6.0,2,Bushido,Bushido,Carlo Cokxxx Nutten 3,hiphop-details-2000128,https://www.offiziellecharts.de/hiphop-details-2000128,/templates/gfktemplate/images/cover/2000128_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,8,8.0,5,Cro,Chimperator Productions,Melodie,hiphop-details-244998,https://www.offiziellecharts.de/hiphop-details-244998,/templates/gfktemplate/images/cover/244998_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,9,11.0,7,Kid Ink,RCA International,Full Speed,hiphop-details-263701,https://www.offiziellecharts.de/hiphop-details-263701,/templates/gfktemplate/images/cover/263701_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,10,,10,Addi Blanco,Sony Music,HipHop fickt Pop,hiphop-details-272267,https://www.offiziellecharts.de/hiphop-details-272267,/templates/gfktemplate/images/cover/272267_a.jpg,1
2015-04-20,2015-04-20,2015-04-26,11,10.0,10,Chris Brown & Tyga,RCA International,Fan Of A Fan The Album,hiphop-details-266631,https://www.offiziellecharts.de/hiphop-details-266631,/templates/gfktemplate/images/cover/266631_a.jpg,3
2015-04-20,2015-04-20,2015-04-26,12,,12,"Tyler, The Creator",Columbia,Cherry Bomb,hiphop-details-272677,https://www.offiziellecharts.de/hiphop-details-272677,/templates/gfktemplate/images/cover/272677_a.jpg,1
2015-04-20,2015-04-20,2015-04-26,13,9.0,6,Hoodie Allen,Atlantic,People Keep Talking,hiphop-details-268908,https://www.offiziellecharts.de/hiphop-details-268908,/templates/gfktemplate/images/cover/268908_a.jpg,3
2015-04-20,2015-04-20,2015-04-26,14,17.0,14,Alligatoah,Trailerpark Recordings,Triebwerke,hiphop-details-221567,https://www.offiziellecharts.de/hiphop-details-221567,/templates/gfktemplate/images/cover/221567_a.jpg,4
2015-04-20,2015-04-20,2015-04-26,15,14.0,10,Trailerpark,Trailerpark Recordings,Crackstreet Boys 3,hiphop-details-262544,https://www.offiziellecharts.de/hiphop-details-262544,/templates/gfktemplate/images/cover/262544_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,16,,16,Flo Rida,Atlantic,My House,hiphop-details-272264,https://www.offiziellecharts.de/hiphop-details-272264,/templates/gfktemplate/images/cover/272264_a.jpg,1
2015-04-20,2015-04-20,2015-04-26,17,16.0,15,Kollegah,Selfmade Records,King,hiphop-details-244117,https://www.offiziellecharts.de/hiphop-details-244117,/templates/gfktemplate/images/cover/244117_a.jpg,5
2015-04-20,2015-04-20,2015-04-26,18,,13,Kurdo,ALMAZ MUSI,Almaz,hiphop-details-265547,https://www.offiziellecharts.de/hiphop-details-265547,/templates/gfktemplate/images/cover/265547_a.jpg,2
2015-04-20,2015-04-20,2015-04-26,19,19.0,19,Eminem,Interscope,Curtain Call,hiphop-details-2000130,https://www.offiziellecharts.de/hiphop-details-2000130,/templates/gfktemplate/images/cover/2000130_a.jpg,3
2015-04-20,2015-04-20,2015-04-26,20,18.0,12,Cro,Chimperator Productions,Raop,hiphop-details-200472,https://www.offiziellecharts.de/hiphop-details-200472,/templates/gfktemplate/images/cover/200472_a.jpg,5
2015-04-27,2015-04-27,2015-05-03,1,,1,SpongeBOZZ,Bikini Bottom Mafia,Planktonweed Tape,hiphop-details-268829,https://www.offiziellecharts.de/hiphop-details-268829,/templates/gfktemplate/images/cover/268829_a.jpg,1
2015-04-27,2015-04-27,2015-05-03,2,,2,Denyo,BMG Rights,Derbe,hiphop-details-267226,https://www.offiziellecharts.de/hiphop-details-267226,/templates/gfktemplate/images/cover/267226_a.jpg,1
2015-04-27,2015-04-27,2015-05-03,3,1.0,1,Farid Bang,Banger Musik,Asphalt Massaka 3,hiphop-details-268909,https://www.offiziellecharts.de/hiphop-details-268909,/templates/gfktemplate/images/cover/268909_a.jpg,4
2015-04-27,2015-04-27,2015-05-03,4,,4,Yelawolf,Interscope,Love Story,hiphop-details-271433,https://www.offiziellecharts.de/hiphop-details-271433,/templates/gfktemplate/images/cover/271433_a.jpg,1
2015-04-27,2015-04-27,2015-05-03,5,2.0,1,Liont,TAKEOVER E,Löwenkind,hiphop-details-266561,https://www.offiziellecharts.de/hiphop-details-266561,/templates/gfktemplate/images/cover/266561_a.jpg,3
2015-04-27,2015-04-27,2015-05-03,6,3.0,1,Die Orsons,Universal Domestic Vertigo,What's Goes?,hiphop-details-268723,https://www.offiziellecharts.de/hiphop-details-268723,/templates/gfktemplate/images/cover/268723_a.jpg,5
2015-04-27,2015-04-27,2015-05-03,7,4.0,2,Olexesh,385IDEAL,Masta,hiphop-details-270057,https://www.offiziellecharts.de/hiphop-details-270057,/templates/gfktemplate/images/cover/270057_a.jpg,4
2015-04-27,2015-04-27,2015-05-03,8,6.0,4,Kontra K,Four Music,Aus dem Schatten ins Licht,hiphop-details-265451,https://www.offiziellecharts.de/hiphop-details-265451,/templates/gfktemplate/images/cover/265451_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,9,7.0,2,Bushido,Bushido,Carlo Cokxxx Nutten 3,hiphop-details-2000128,https://www.offiziellecharts.de/hiphop-details-2000128,/templates/gfktemplate/images/cover/2000128_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,10,5.0,2,Kendrick Lamar,Interscope,To Pimp A Butterfly,hiphop-details-270138,https://www.offiziellecharts.de/hiphop-details-270138,/templates/gfktemplate/images/cover/270138_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,11,8.0,5,Cro,Chimperator Productions,Melodie,hiphop-details-244998,https://www.offiziellecharts.de/hiphop-details-244998,/templates/gfktemplate/images/cover/244998_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,12,14.0,12,Alligatoah,Trailerpark Recordings,Triebwerke,hiphop-details-221567,https://www.offiziellecharts.de/hiphop-details-221567,/templates/gfktemplate/images/cover/221567_a.jpg,5
2015-04-27,2015-04-27,2015-05-03,13,,13,Drake,Motown,If You're Reading This It's Too Late,hiphop-details-267214,https://www.offiziellecharts.de/hiphop-details-267214,/templates/gfktemplate/images/cover/267214_a.jpg,1
2015-04-27,2015-04-27,2015-05-03,14,11.0,10,Chris Brown & Tyga,RCA International,Fan Of A Fan The Album,hiphop-details-266631,https://www.offiziellecharts.de/hiphop-details-266631,/templates/gfktemplate/images/cover/266631_a.jpg,4
2015-04-27,2015-04-27,2015-05-03,15,20.0,12,Cro,Chimperator Productions,Raop,hiphop-details-200472,https://www.offiziellecharts.de/hiphop-details-200472,/templates/gfktemplate/images/cover/200472_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,16,17.0,15,Kollegah,Selfmade Records,King,hiphop-details-244117,https://www.offiziellecharts.de/hiphop-details-244117,/templates/gfktemplate/images/cover/244117_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,17,,17,Bushido,Bushido,Sonny Black,hiphop-details-236737,https://www.offiziellecharts.de/hiphop-details-236737,/templates/gfktemplate/images/cover/236737_a.jpg,1
2015-04-27,2015-04-27,2015-05-03,18,15.0,10,Trailerpark,Trailerpark Recordings,Crackstreet Boys 3,hiphop-details-262544,https://www.offiziellecharts.de/hiphop-details-262544,/templates/gfktemplate/images/cover/262544_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,19,9.0,7,Kid Ink,RCA International,Full Speed,hiphop-details-263701,https://www.offiziellecharts.de/hiphop-details-263701,/templates/gfktemplate/images/cover/263701_a.jpg,6
2015-04-27,2015-04-27,2015-05-03,20,,20,Booba,Universal,D.U.C.,hiphop-details-271750,https://www.offiziellecharts.de/hiphop-details-271750,/templates/gfktemplate/images/cover/271750_a.jpg,1
2015-05-04,2015-05-04,2015-05-07,1,,1,Weekend,Chimperator Productions,Für immer Wochenende,hiphop-details-271608,https://www.offiziellecharts.de/hiphop-details-271608,/templates/gfktemplate/images/cover/271608_a.jpg,1
2015-05-04,2015-05-04,2015-05-07,2,,2,DAT ADAM,RECORDJET,Chrome,hiphop-details-274074,https://www.offiziellecharts.de/hiphop-details-274074,/templates/gfktemplate/images/cover/274074_a.jpg,1
2015-05-04,2015-05-04,2015-05-07,3,1.0,1,SpongeBOZZ,Bikini Bottom Mafia,Planktonweed Tape,hiphop-details-268829,https://www.offiziellecharts.de/hiphop-details-268829,/templates/gfktemplate/images/cover/268829_a.jpg,2
