query_date,date_min,date_max,album_position,album_position_last_week,album_position_peak,album_artist,album_label,album_title,album_id,album_url,album_img_url,album_in_charts_weeks
2018-04-30,2018-04-27,2018-05-03,11,7.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,30
2018-04-30,2018-04-27,2018-05-03,12,9.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,30
2018-04-30,2018-04-27,2018-05-03,13,12.0,1,Bonez MC & RAF Camora,Auf!Keinen!Fall!,Palmen aus Plastik,hiphop-details-312205,https://www.offiziellecharts.de/hiphop-details-312205,/templates/gfktemplate/images/cover/312205_a.jpg,85
2018-04-30,2018-04-27,2018-05-03,14,11.0,1,Kontra K,BMG,Gute Nacht,hiphop-details-327940,https://www.offiziellecharts.de/hiphop-details-327940,/templates/gfktemplate/images/cover/327940_a.jpg,52
2018-04-30,2018-04-27,2018-05-03,15,8.0,7,Cardi B,Atlantic,Invasion Of Privacy,hiphop-details-356462,https://www.offiziellecharts.de/hiphop-details-356462,/templates/gfktemplate/images/cover/356462_a.jpg,3
2018-04-30,2018-04-27,2018-05-03,16,14.0,1,Eminem,Interscope,Revival,hiphop-details-347811,https://www.offiziellecharts.de/hiphop-details-347811,/templates/gfktemplate/images/cover/347811_a.jpg,19
2018-04-30,2018-04-27,2018-05-03,17,15.0,1,18 Karat,Banger Musik,Geld Gold Gras,hiphop-details-349517,https://www.offiziellecharts.de/hiphop-details-349517,/templates/gfktemplate/images/cover/349517_a.jpg,7
2018-04-30,2018-04-27,2018-05-03,18,13.0,1,Kendrick Lamar,Universal,DAMN.,hiphop-details-330126,https://www.offiziellecharts.de/hiphop-details-330126,/templates/gfktemplate/images/cover/330126_a.jpg,36
2018-04-30,2018-04-27,2018-05-03,19,10.0,1,Fler,Maskulin,Flizzy,hiphop-details-350183,https://www.offiziellecharts.de/hiphop-details-350183,/templates/gfktemplate/images/cover/350183_a.jpg,5
2018-04-30,2018-04-27,2018-05-03,20,,2,Rin,Division,Eros,hiphop-details-338686,https://www.offiziellecharts.de/hiphop-details-338686,/templates/gfktemplate/images/cover/338686_a.jpg,30
2018-05-07,2018-05-04,2018-05-10,1,,1,Marsimoto,Green Berlin,Verde,hiphop-details-356680,https://www.offiziellecharts.de/hiphop-details-356680,/templates/gfktemplate/images/cover/356680_a.jpg,1
2018-05-07,2018-05-04,2018-05-10,2,,2,Post Malone,Republic Records,Beerbongs & Bentleys,hiphop-details-358162,https://www.offiziellecharts.de/hiphop-details-358162,/templates/gfktemplate/images/cover/358162_a.jpg,1
2018-05-07,2018-05-04,2018-05-10,3,2.0,1,Ufo361,Stay High,808,hiphop-details-351296,https://www.offiziellecharts.de/hiphop-details-351296,/templates/gfktemplate/images/cover/351296_a.jpg,3
2018-05-07,2018-05-04,2018-05-10,4,5.0,1,Azet,KMN Gang,Fast Life,hiphop-details-306964,https://www.offiziellecharts.de/hiphop-details-306964,/templates/gfktemplate/images/cover/306964_a.jpg,5
2018-05-07,2018-05-04,2018-05-10,5,6.0,1,Kollegah & Farid Bang,Banger Musik,Jung Brutal Gutaussehend 3,hiphop-details-342672,https://www.offiziellecharts.de/hiphop-details-342672,/templates/gfktemplate/images/cover/342672_a.jpg,22
2018-05-07,2018-05-04,2018-05-10,6,8.0,1,RAF Camora,Indipendenza,Anthrazit,hiphop-details-339113,https://www.offiziellecharts.de/hiphop-details-339113,/templates/gfktemplate/images/cover/339113_a.jpg,36
2018-05-07,2018-05-04,2018-05-10,7,4.0,4,J. Cole,Interscope,KOD,hiphop-details-357744,https://www.offiziellecharts.de/hiphop-details-357744,/templates/gfktemplate/images/cover/357744_a.jpg,2
2018-05-07,2018-05-04,2018-05-10,8,10.0,1,187 Strassenbande,Auf!Keinen!Fall!,Sampler 4,hiphop-details-337133,https://www.offiziellecharts.de/hiphop-details-337133,/templates/gfktemplate/images/cover/337133_a.jpg,42
2018-05-07,2018-05-04,2018-05-10,9,12.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,31
2018-05-07,2018-05-04,2018-05-10,10,9.0,1,Olexesh,385ideal,Rolexesh,hiphop-details-352178,https://www.offiziellecharts.de/hiphop-details-352178,/templates/gfktemplate/images/cover/352178_a.jpg,9
2018-05-07,2018-05-04,2018-05-10,11,11.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,31
2018-05-07,2018-05-04,2018-05-10,12,1.0,1,Eunique,Chapter One,Gift,hiphop-details-356419,https://www.offiziellecharts.de/hiphop-details-356419,/templates/gfktemplate/images/cover/356419_a.jpg,2
2018-05-07,2018-05-04,2018-05-10,13,13.0,1,Bonez MC & RAF Camora,Auf!Keinen!Fall!,Palmen aus Plastik,hiphop-details-312205,https://www.offiziellecharts.de/hiphop-details-312205,/templates/gfktemplate/images/cover/312205_a.jpg,86
2018-05-07,2018-05-04,2018-05-10,14,14.0,1,Kontra K,BMG,Gute Nacht,hiphop-details-327940,https://www.offiziellecharts.de/hiphop-details-327940,/templates/gfktemplate/images/cover/327940_a.jpg,53
2018-05-07,2018-05-04,2018-05-10,15,,15,Enemy,Generation Azzlack,Portami Via,hiphop-details-359026,https://www.offiziellecharts.de/hiphop-details-359026,/templates/gfktemplate/images/cover/359026_a.jpg,1
2018-05-07,2018-05-04,2018-05-10,16,16.0,1,Eminem,Interscope,Revival,hiphop-details-347811,https://www.offiziellecharts.de/hiphop-details-347811,/templates/gfktemplate/images/cover/347811_a.jpg,20
2018-05-07,2018-05-04,2018-05-10,17,20.0,2,Rin,Division,Eros,hiphop-details-338686,https://www.offiziellecharts.de/hiphop-details-338686,/templates/gfktemplate/images/cover/338686_a.jpg,31
2018-05-07,2018-05-04,2018-05-10,18,7.0,7,Moe Phoenix,Life Is Pain,NOA,hiphop-details-358170,https://www.offiziellecharts.de/hiphop-details-358170,/templates/gfktemplate/images/cover/358170_a.jpg,2
2018-05-07,2018-05-04,2018-05-10,19,,16,Post Malone,Republic Records,Stoney,hiphop-details-321286,https://www.offiziellecharts.de/hiphop-details-321286,/templates/gfktemplate/images/cover/321286_a.jpg,17
2018-05-07,2018-05-04,2018-05-10,20,15.0,7,Cardi B,Atlantic,Invasion Of Privacy,hiphop-details-356462,https://www.offiziellecharts.de/hiphop-details-356462,/templates/gfktemplate/images/cover/356462_a.jpg,4
2018-05-14,2018-05-11,2018-05-17,1,,1,Yung Hurn,Live From Earth,1220,hiphop-details-357519,https://www.offiziellecharts.de/hiphop-details-357519,/templates/gfktemplate/images/cover/357519_a.jpg,1
2018-05-14,2018-05-11,2018-05-17,2,,2,Mudi,Hayat,Hasret,hiphop-details-352115,https://www.offiziellecharts.de/hiphop-details-352115,/templates/gfktemplate/images/cover/352115_a.jpg,1
2018-05-14,2018-05-11,2018-05-17,3,2.0,2,Post Malone,Republic Records,Beerbongs & Bentleys,hiphop-details-358162,https://www.offiziellecharts.de/hiphop-details-358162,/templates/gfktemplate/images/cover/358162_a.jpg,2
2018-05-14,2018-05-11,2018-05-17,4,,4,Chakuza,Wolfpack Entertainment,Suchen & Zerstören 3,hiphop-details-350829,https://www.offiziellecharts.de/hiphop-details-350829,/templates/gfktemplate/images/cover/350829_a.jpg,1
2018-05-14,2018-05-11,2018-05-17,5,3.0,1,Ufo361,Stay High,808,hiphop-details-351296,https://www.offiziellecharts.de/hiphop-details-351296,/templates/gfktemplate/images/cover/351296_a.jpg,4
2018-05-14,2018-05-11,2018-05-17,6,1.0,1,Marsimoto,Green Berlin,Verde,hiphop-details-356680,https://www.offiziellecharts.de/hiphop-details-356680,/templates/gfktemplate/images/cover/356680_a.jpg,2
2018-05-14,2018-05-11,2018-05-17,7,4.0,1,Azet,KMN Gang,Fast Life,hiphop-details-306964,https://www.offiziellecharts.de/hiphop-details-306964,/templates/gfktemplate/images/cover/306964_a.jpg,6
2018-05-14,2018-05-11,2018-05-17,8,6.0,1,RAF Camora,Indipendenza,Anthrazit,hiphop-details-339113,https://www.offiziellecharts.de/hiphop-details-339113,/templates/gfktemplate/images/cover/339113_a.jpg,37
2018-05-14,2018-05-11,2018-05-17,9,5.0,1,Kollegah & Farid Bang,Banger Musik,Jung Brutal Gutaussehend 3,hiphop-details-342672,https://www.offiziellecharts.de/hiphop-details-342672,/templates/gfktemplate/images/cover/342672_a.jpg,23
2018-05-14,2018-05-11,2018-05-17,10,11.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,32
2018-05-14,2018-05-11,2018-05-17,11,9.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,32
2018-05-14,2018-05-11,2018-05-17,12,8.0,1,187 Strassenbande,Auf!Keinen!Fall!,Sampler 4,hiphop-details-337133,https://www.offiziellecharts.de/hiphop-details-337133,/templates/gfktemplate/images/cover/337133_a.jpg,43
2018-05-14,2018-05-11,2018-05-17,13,10.0,1,Olexesh,385ideal,Rolexesh,hiphop-details-352178,https://www.offiziellecharts.de/hiphop-details-352178,/templates/gfktemplate/images/cover/352178_a.jpg,10
2018-05-14,2018-05-11,2018-05-17,14,,14,"Rae Sremmurd, Swae Lee & Slim Jxmmi",Mike WiLL Made-It,SR3MM,hiphop-details-359362,https://www.offiziellecharts.de/hiphop-details-359362,/templates/gfktemplate/images/cover/359362_a.jpg,1
2018-05-14,2018-05-11,2018-05-17,15,13.0,1,Bonez MC & RAF Camora,Auf!Keinen!Fall!,Palmen aus Plastik,hiphop-details-312205,https://www.offiziellecharts.de/hiphop-details-312205,/templates/gfktemplate/images/cover/312205_a.jpg,87
2018-05-14,2018-05-11,2018-05-17,16,7.0,4,J. Cole,Interscope,KOD,hiphop-details-357744,https://www.offiziellecharts.de/hiphop-details-357744,/templates/gfktemplate/images/cover/357744_a.jpg,3
2018-05-14,2018-05-11,2018-05-17,17,14.0,1,Kontra K,BMG,Gute Nacht,hiphop-details-327940,https://www.offiziellecharts.de/hiphop-details-327940,/templates/gfktemplate/images/cover/327940_a.jpg,54
2018-05-14,2018-05-11,2018-05-17,18,16.0,1,Eminem,Interscope,Revival,hiphop-details-347811,https://www.offiziellecharts.de/hiphop-details-347811,/templates/gfktemplate/images/cover/347811_a.jpg,21
2018-05-14,2018-05-11,2018-05-17,19,,1,SXTN,Jinx Music,Leben am Limit,hiphop-details-330441,https://www.offiziellecharts.de/hiphop-details-330441,/templates/gfktemplate/images/cover/330441_a.jpg,41
2018-05-14,2018-05-11,2018-05-17,20,17.0,2,Rin,Division,Eros,hiphop-details-338686,https://www.offiziellecharts.de/hiphop-details-338686,/templates/gfktemplate/images/cover/338686_a.jpg,32
2018-05-21,2018-05-18,2018-05-24,1,,1,Kontra K,BMG,Erde & Knochen,hiphop-details-353291,https://www.offiziellecharts.de/hiphop-details-353291,/templates/gfktemplate/images/cover/353291_a.jpg,1
2018-05-21,2018-05-18,2018-05-24,2,3.0,2,Post Malone,Republic Records,Beerbongs & Bentleys,hiphop-details-358162,https://www.offiziellecharts.de/hiphop-details-358162,/templates/gfktemplate/images/cover/358162_a.jpg,3
2018-05-21,2018-05-18,2018-05-24,3,5.0,1,Ufo361,Stay High,808,hiphop-details-351296,https://www.offiziellecharts.de/hiphop-details-351296,/templates/gfktemplate/images/cover/351296_a.jpg,5
2018-05-21,2018-05-18,2018-05-24,4,1.0,1,Yung Hurn,Live From Earth,1220,hiphop-details-357519,https://www.offiziellecharts.de/hiphop-details-357519,/templates/gfktemplate/images/cover/357519_a.jpg,2
2018-05-21,2018-05-18,2018-05-24,5,7.0,1,Azet,KMN Gang,Fast Life,hiphop-details-306964,https://www.offiziellecharts.de/hiphop-details-306964,/templates/gfktemplate/images/cover/306964_a.jpg,7
2018-05-21,2018-05-18,2018-05-24,6,,6,Dú Maroc,Sektor West,Mocro,hiphop-details-358215,https://www.offiziellecharts.de/hiphop-details-358215,/templates/gfktemplate/images/cover/358215_a.jpg,1
2018-05-21,2018-05-18,2018-05-24,7,8.0,1,RAF Camora,Indipendenza,Anthrazit,hiphop-details-339113,https://www.offiziellecharts.de/hiphop-details-339113,/templates/gfktemplate/images/cover/339113_a.jpg,38
2018-05-21,2018-05-18,2018-05-24,8,6.0,1,Marsimoto,Green Berlin,Verde,hiphop-details-356680,https://www.offiziellecharts.de/hiphop-details-356680,/templates/gfktemplate/images/cover/356680_a.jpg,3
2018-05-21,2018-05-18,2018-05-24,9,9.0,1,Kollegah & Farid Bang,Banger Musik,Jung Brutal Gutaussehend 3,hiphop-details-342672,https://www.offiziellecharts.de/hiphop-details-342672,/templates/gfktemplate/images/cover/342672_a.jpg,24
2018-05-21,2018-05-18,2018-05-24,10,11.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,33
2018-05-21,2018-05-18,2018-05-24,11,12.0,1,187 Strassenbande,Auf!Keinen!Fall!,Sampler 4,hiphop-details-337133,https://www.offiziellecharts.de/hiphop-details-337133,/templates/gfktemplate/images/cover/337133_a.jpg,44
2018-05-21,2018-05-18,2018-05-24,12,10.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,33
2018-05-21,2018-05-18,2018-05-24,13,17.0,1,Kontra K,BMG,Gute Nacht,hiphop-details-327940,https://www.offiziellecharts.de/hiphop-details-327940,/templates/gfktemplate/images/cover/327940_a.jpg,55
2018-05-21,2018-05-18,2018-05-24,14,13.0,1,Olexesh,385ideal,Rolexesh,hiphop-details-352178,https://www.offiziellecharts.de/hiphop-details-352178,/templates/gfktemplate/images/cover/352178_a.jpg,11
2018-05-21,2018-05-18,2018-05-24,15,15.0,1,Bonez MC & RAF Camora,Auf!Keinen!Fall!,Palmen aus Plastik,hiphop-details-312205,https://www.offiziellecharts.de/hiphop-details-312205,/templates/gfktemplate/images/cover/312205_a.jpg,88
2018-05-21,2018-05-18,2018-05-24,16,18.0,1,Eminem,Interscope,Revival,hiphop-details-347811,https://www.offiziellecharts.de/hiphop-details-347811,/templates/gfktemplate/images/cover/347811_a.jpg,22
2018-05-21,2018-05-18,2018-05-24,17,2.0,2,Mudi,Hayat,Hasret,hiphop-details-352115,https://www.offiziellecharts.de/hiphop-details-352115,/templates/gfktemplate/images/cover/352115_a.jpg,2
2018-05-21,2018-05-18,2018-05-24,18,,1,Savas & Sido,Universal Domestic Urban,Royal Bunker,hiphop-details-341037,https://www.offiziellecharts.de/hiphop-details-341037,/templates/gfktemplate/images/cover/341037_a.jpg,22
2018-05-21,2018-05-18,2018-05-24,19,,19,Playboi Carti,AWGE Label,Die Lit,hiphop-details-360293,https://www.offiziellecharts.de/hiphop-details-360293,/templates/gfktemplate/images/cover/360293_a.jpg,1
2018-05-21,2018-05-18,2018-05-24,20,,1,Gzuz & Bonez MC,Auf!Keinen!Fall!,High & Hungrig 2,hiphop-details-304936,https://www.offiziellecharts.de/hiphop-details-304936,/templates/gfktemplate/images/cover/304936_a.jpg,63
2018-05-28,2018-05-25,2018-05-31,1,1.0,1,Kontra K,BMG,Erde & Knochen,hiphop-details-353291,https://www.offiziellecharts.de/hiphop-details-353291,/templates/gfktemplate/images/cover/353291_a.jpg,2
2018-05-28,2018-05-25,2018-05-31,2,2.0,2,Post Malone,Republic Records,Beerbongs & Bentleys,hiphop-details-358162,https://www.offiziellecharts.de/hiphop-details-358162,/templates/gfktemplate/images/cover/358162_a.jpg,4
2018-05-28,2018-05-25,2018-05-31,3,,3,Manuellsen & Micel O,König im Schatten Records,NJC,hiphop-details-358420,https://www.offiziellecharts.de/hiphop-details-358420,/templates/gfktemplate/images/cover/358420_a.jpg,1
2018-05-28,2018-05-25,2018-05-31,4,3.0,1,Ufo361,Stay High,808,hiphop-details-351296,https://www.offiziellecharts.de/hiphop-details-351296,/templates/gfktemplate/images/cover/351296_a.jpg,6
2018-05-28,2018-05-25,2018-05-31,5,7.0,1,RAF Camora,Indipendenza,Anthrazit,hiphop-details-339113,https://www.offiziellecharts.de/hiphop-details-339113,/templates/gfktemplate/images/cover/339113_a.jpg,39
2018-05-28,2018-05-25,2018-05-31,6,5.0,1,Azet,KMN Gang,Fast Life,hiphop-details-306964,https://www.offiziellecharts.de/hiphop-details-306964,/templates/gfktemplate/images/cover/306964_a.jpg,8
2018-05-28,2018-05-25,2018-05-31,7,4.0,1,Yung Hurn,Live From Earth,1220,hiphop-details-357519,https://www.offiziellecharts.de/hiphop-details-357519,/templates/gfktemplate/images/cover/357519_a.jpg,3
2018-05-28,2018-05-25,2018-05-31,8,10.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,34
2018-05-28,2018-05-25,2018-05-31,9,9.0,1,Kollegah & Farid Bang,Banger Musik,Jung Brutal Gutaussehend 3,hiphop-details-342672,https://www.offiziellecharts.de/hiphop-details-342672,/templates/gfktemplate/images/cover/342672_a.jpg,25
2018-05-28,2018-05-25,2018-05-31,10,11.0,1,187 Strassenbande,Auf!Keinen!Fall!,Sampler 4,hiphop-details-337133,https://www.offiziellecharts.de/hiphop-details-337133,/templates/gfktemplate/images/cover/337133_a.jpg,45
2018-05-28,2018-05-25,2018-05-31,11,12.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,34
2018-05-28,2018-05-25,2018-05-31,12,15.0,1,Bonez MC & RAF Camora,Auf!Keinen!Fall!,Palmen aus Plastik,hiphop-details-312205,https://www.offiziellecharts.de/hiphop-details-312205,/templates/gfktemplate/images/cover/312205_a.jpg,89
2018-05-28,2018-05-25,2018-05-31,13,8.0,1,Marsimoto,Green Berlin,Verde,hiphop-details-356680,https://www.offiziellecharts.de/hiphop-details-356680,/templates/gfktemplate/images/cover/356680_a.jpg,4
2018-05-28,2018-05-25,2018-05-31,14,14.0,1,Olexesh,385ideal,Rolexesh,hiphop-details-352178,https://www.offiziellecharts.de/hiphop-details-352178,/templates/gfktemplate/images/cover/352178_a.jpg,12
2018-05-28,2018-05-25,2018-05-31,15,13.0,1,Kontra K,BMG,Gute Nacht,hiphop-details-327940,https://www.offiziellecharts.de/hiphop-details-327940,/templates/gfktemplate/images/cover/327940_a.jpg,56
2018-05-28,2018-05-25,2018-05-31,16,,1,SXTN,Jinx Music,Leben am Limit,hiphop-details-330441,https://www.offiziellecharts.de/hiphop-details-330441,/templates/gfktemplate/images/cover/330441_a.jpg,42
2018-05-28,2018-05-25,2018-05-31,17,20.0,1,Gzuz & Bonez MC,Auf!Keinen!Fall!,High & Hungrig 2,hiphop-details-304936,https://www.offiziellecharts.de/hiphop-details-304936,/templates/gfktemplate/images/cover/304936_a.jpg,64
2018-05-28,2018-05-25,2018-05-31,18,,12,Eminem,Interscope,Curtain Call,hiphop-details-2000130,https://www.offiziellecharts.de/hiphop-details-2000130,/templates/gfktemplate/images/cover/2000130_a.jpg,82
2018-05-28,2018-05-25,2018-05-31,19,,2,Gzuz,Auf!Keinen!Fall!,Ebbe & Flut,hiphop-details-286694,https://www.offiziellecharts.de/hiphop-details-286694,/templates/gfktemplate/images/cover/286694_a.jpg,83
2018-05-28,2018-05-25,2018-05-31,20,,16,Post Malone,Republic Records,Stoney,hiphop-details-321286,https://www.offiziellecharts.de/hiphop-details-321286,/templates/gfktemplate/images/cover/321286_a.jpg,18
2018-06-04,2018-06-01,2018-06-07,1,,1,Gzuz,Universal Domestic Vertigo,Wolke 7,hiphop-details-359038,https://www.offiziellecharts.de/hiphop-details-359038,/templates/gfktemplate/images/cover/359038_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,2,1.0,1,Kontra K,BMG,Erde & Knochen,hiphop-details-353291,https://www.offiziellecharts.de/hiphop-details-353291,/templates/gfktemplate/images/cover/353291_a.jpg,3
2018-06-04,2018-06-01,2018-06-07,3,,3,Punch Arogunz,Attitude Movement,Schmerzlos,hiphop-details-359719,https://www.offiziellecharts.de/hiphop-details-359719,/templates/gfktemplate/images/cover/359719_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,4,,4,JAW,Jaw,Die Unerträgliche Dreistigkeit des Seins,hiphop-details-359718,https://www.offiziellecharts.de/hiphop-details-359718,/templates/gfktemplate/images/cover/359718_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,5,2.0,2,Post Malone,Republic Records,Beerbongs & Bentleys,hiphop-details-358162,https://www.offiziellecharts.de/hiphop-details-358162,/templates/gfktemplate/images/cover/358162_a.jpg,5
2018-06-04,2018-06-01,2018-06-07,6,,6,Various Artists,SME Media,Falco - Sterben Um zu Leben,hiphop-details-2000115,https://www.offiziellecharts.de/hiphop-details-2000115,/templates/gfktemplate/images/cover/2000115_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,7,,7,A$AP Rocky,A$AP Worldwide,Testing,hiphop-details-361085,https://www.offiziellecharts.de/hiphop-details-361085,/templates/gfktemplate/images/cover/361085_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,8,4.0,1,Ufo361,Stay High,808,hiphop-details-351296,https://www.offiziellecharts.de/hiphop-details-351296,/templates/gfktemplate/images/cover/351296_a.jpg,7
2018-06-04,2018-06-01,2018-06-07,9,5.0,1,RAF Camora,Indipendenza,Anthrazit,hiphop-details-339113,https://www.offiziellecharts.de/hiphop-details-339113,/templates/gfktemplate/images/cover/339113_a.jpg,40
2018-06-04,2018-06-01,2018-06-07,10,8.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,35
2018-06-04,2018-06-01,2018-06-07,11,6.0,1,Azet,KMN Gang,Fast Life,hiphop-details-306964,https://www.offiziellecharts.de/hiphop-details-306964,/templates/gfktemplate/images/cover/306964_a.jpg,9
2018-06-04,2018-06-01,2018-06-07,12,11.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,35
2018-06-04,2018-06-01,2018-06-07,13,7.0,1,Yung Hurn,Live From Earth,1220,hiphop-details-357519,https://www.offiziellecharts.de/hiphop-details-357519,/templates/gfktemplate/images/cover/357519_a.jpg,4
2018-06-04,2018-06-01,2018-06-07,14,9.0,1,Kollegah & Farid Bang,Banger Musik,Jung Brutal Gutaussehend 3,hiphop-details-342672,https://www.offiziellecharts.de/hiphop-details-342672,/templates/gfktemplate/images/cover/342672_a.jpg,26
2018-06-04,2018-06-01,2018-06-07,15,10.0,1,187 Strassenbande,Auf!Keinen!Fall!,Sampler 4,hiphop-details-337133,https://www.offiziellecharts.de/hiphop-details-337133,/templates/gfktemplate/images/cover/337133_a.jpg,46
2018-06-04,2018-06-01,2018-06-07,16,,16,Pusha T,Getting Out Our Dreams Inc.,Daytona,hiphop-details-361089,https://www.offiziellecharts.de/hiphop-details-361089,/templates/gfktemplate/images/cover/361089_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,17,12.0,1,Bonez MC & RAF Camora,Auf!Keinen!Fall!,Palmen aus Plastik,hiphop-details-312205,https://www.offiziellecharts.de/hiphop-details-312205,/templates/gfktemplate/images/cover/312205_a.jpg,90
2018-06-04,2018-06-01,2018-06-07,18,13.0,1,Marsimoto,Green Berlin,Verde,hiphop-details-356680,https://www.offiziellecharts.de/hiphop-details-356680,/templates/gfktemplate/images/cover/356680_a.jpg,5
2018-06-04,2018-06-01,2018-06-07,19,,19,Amar,Press Play,Erst Straße dann Rap,hiphop-details-359709,https://www.offiziellecharts.de/hiphop-details-359709,/templates/gfktemplate/images/cover/359709_a.jpg,1
2018-06-04,2018-06-01,2018-06-07,20,14.0,1,Olexesh,385ideal,Rolexesh,hiphop-details-352178,https://www.offiziellecharts.de/hiphop-details-352178,/templates/gfktemplate/images/cover/352178_a.jpg,13
2018-06-11,2018-06-08,2018-06-14,1,1.0,1,Gzuz,Universal Domestic Vertigo,Wolke 7,hiphop-details-359038,https://www.offiziellecharts.de/hiphop-details-359038,/templates/gfktemplate/images/cover/359038_a.jpg,2
2018-06-11,2018-06-08,2018-06-14,2,,2,Schwesta Ewa,Alles Oder Nix Records,Aywa,hiphop-details-356472,https://www.offiziellecharts.de/hiphop-details-356472,/templates/gfktemplate/images/cover/356472_a.jpg,1
2018-06-11,2018-06-08,2018-06-14,3,,3,Namika,Jive Germany,Que Walou,hiphop-details-355806,https://www.offiziellecharts.de/hiphop-details-355806,/templates/gfktemplate/images/cover/355806_a.jpg,1
2018-06-11,2018-06-08,2018-06-14,4,2.0,1,Kontra K,BMG,Erde & Knochen,hiphop-details-353291,https://www.offiziellecharts.de/hiphop-details-353291,/templates/gfktemplate/images/cover/353291_a.jpg,4
2018-06-11,2018-06-08,2018-06-14,5,,5,Danger Dan,JKP - Jochens kleine Plattenfirma,Reflexionen aus dem beschönigten Leben,hiphop-details-360190,https://www.offiziellecharts.de/hiphop-details-360190,/templates/gfktemplate/images/cover/360190_a.jpg,1
2018-06-11,2018-06-08,2018-06-14,6,,6,Kanye West,Getting Out Our Dreams Inc.,Ye,hiphop-details-361650,https://www.offiziellecharts.de/hiphop-details-361650,/templates/gfktemplate/images/cover/361650_a.jpg,1
2018-06-11,2018-06-08,2018-06-14,7,5.0,2,Post Malone,Republic Records,Beerbongs & Bentleys,hiphop-details-358162,https://www.offiziellecharts.de/hiphop-details-358162,/templates/gfktemplate/images/cover/358162_a.jpg,6
2018-06-11,2018-06-08,2018-06-14,8,,8,Zombiez,Schande!,Gott Ist Tot,hiphop-details-362018,https://www.offiziellecharts.de/hiphop-details-362018,/templates/gfktemplate/images/cover/362018_a.jpg,1
2018-06-11,2018-06-08,2018-06-14,9,8.0,1,Ufo361,Stay High,808,hiphop-details-351296,https://www.offiziellecharts.de/hiphop-details-351296,/templates/gfktemplate/images/cover/351296_a.jpg,8
2018-06-11,2018-06-08,2018-06-14,10,,10,Omik K.,BMG,Coño,hiphop-details-360182,https://www.offiziellecharts.de/hiphop-details-360182,/templates/gfktemplate/images/cover/360182_a.jpg,1
2018-06-11,2018-06-08,2018-06-14,11,9.0,1,RAF Camora,Indipendenza,Anthrazit,hiphop-details-339113,https://www.offiziellecharts.de/hiphop-details-339113,/templates/gfktemplate/images/cover/339113_a.jpg,41
2018-06-11,2018-06-08,2018-06-14,12,10.0,2,Capital Bra,Auf!Keinen!Fall!,Blyat,hiphop-details-341368,https://www.offiziellecharts.de/hiphop-details-341368,/templates/gfktemplate/images/cover/341368_a.jpg,36
2018-06-11,2018-06-08,2018-06-14,13,11.0,1,Azet,KMN Gang,Fast Life,hiphop-details-306964,https://www.offiziellecharts.de/hiphop-details-306964,/templates/gfktemplate/images/cover/306964_a.jpg,10
2018-06-11,2018-06-08,2018-06-14,14,12.0,3,Trettmann,SoulForce Records,#DIY,hiphop-details-341361,https://www.offiziellecharts.de/hiphop-details-341361,/templates/gfktemplate/images/cover/341361_a.jpg,36
